Name,Description,Price,Stock,Seller Username
联想 天籁智能音箱 Pro X5,"联想天籁智能音箱 Pro X5，智能生活新选择！搭载联想自主研发的AI语音助手，支持精准语音识别和多场景指令执行，轻松控制智能家居设备。
外观采用高端金属材质搭配织物网面，尺寸仅为120mm*120mm*200mm，经典深空灰配色，完美融入现代家居风格。
内置12W高保真音响，支持360°环绕音效，无论是家庭聚会还是独自放松，都能带来沉浸式音乐体验。
联想秉承“科技创造美好生活”的理念，让智能音箱成为您生活中的贴心助手！",399.99,1280,seller01@cxk.com
小度智能云摄X5相机,"【小度智能云摄X5相机】为您开启全新摄影体验！搭载小度AI智能影像技术，自动识别场景，优化拍摄参数，无论是夜景还是人像，均能呈现专业级效果。
配备2400万像素高清镜头，4K视频录制，支持Wi-Fi云端同步，随时随地分享珍贵瞬间。
机身采用轻量化铝合金材质，仅重260g，提供星空黑与月光银两色可选。
适合旅行、家庭聚会、日常记录等场景，轻松捕捉生活中的每一个感动。
小度品牌始终致力于“智能连接生活”，让科技更贴近您的每一天！",1299.99,1278,seller01@cxk.com
Bose 高速闪充数据线 Pro-X5,"【Bose 官方出品】这款 Pro-X5 高速闪充数据线专为追求极致性能的用户打造，传承 Bose 一贯的卓越品质与创新精神。采用高强度尼龙编织外层，耐磨耐用，结合优质铜芯，确保数据传输与充电速度高达 5Gbps 和 60W，支持 PD 快充技术。
兼容多种设备，无论是手机、平板还是笔记本，随时随地为您提供稳定连接，办公、娱乐两不误。
线长 1.5 米，提供黑色与银灰双色选择，兼顾实用与时尚。
Bose 始终致力于连接世界的每一个细节，让科技更贴近生活！",129.99,328,seller01@cxk.com
三星 Galaxy Echo 智能音箱 2023升级款,"欢迎体验三星 Galaxy Echo 智能音箱2023升级款，搭载三星尖端语音助手技术，支持中文语音识别，轻松控制智能家居设备！
产品采用高品质铝合金外壳，尺寸小巧（高18cm，直径10cm），提供星空黑与月光银两种时尚配色，内置360°环绕音效与12W强劲功率，音质细腻震撼。
无论是家庭聚会播放音乐，还是清晨语音提醒日程，三星智能音箱都能成为您的贴心助手。
三星始终致力于科技与生活的完美融合，带来更智能、更便捷的居家体验！",799.99,326,seller01@cxk.com
天猫精灵 游戏主机配件 智能散热底座Pro,"天猫精灵智能散热底座Pro，专为游戏主机设计，完美适配主流游戏机型，助力玩家畅享长时间游戏无压力！
采用高性能静音风扇技术，散热效率提升30%，内置智能温控系统，可通过天猫精灵语音助手调节风速，操作便捷。
产品材质为航空级铝合金，尺寸为25*15*5cm，提供经典黑和炫酷银两种配色，兼具美观与实用。
无论是紧张的电竞对战，还是休闲娱乐时光，这款散热底座都能为你的游戏主机提供最佳保护，体现天猫精灵“智能生活，触手可及”的品牌理念！",129.99,378,seller01@cxk.com
Bose 智慧音频智能手机 Pro X9,"探索音质与科技的完美结合！Bose 智慧音频智能手机 Pro X9 是 Bose 品牌首次跨界智能手机领域的旗舰之作，搭载独家音频优化技术，提供沉浸式立体声体验，无论是听音乐、看电影还是游戏，都如同置身现场。
核心配置包括 6.7 英寸 AMOLED 屏幕，120Hz 刷新率，256GB 存储空间，配备高通骁龙 8 Gen 2 处理器，支持 5G 网络，电池容量 5000mAh，续航无忧。
机身采用航空级铝合金边框，提供深空灰与星辰蓝两种高级配色，彰显 Bose 一贯的极致工艺与优雅设计。
无论是商务通话还是户外旅行，Bose Pro X9 都能成为您生活中不可或缺的智能伴侣，与 Bose 品牌追求卓越音质与创新科技的理念一脉相承。",5999.99,1287,seller01@cxk.com
vivo X90 Pro+ 5G 智能手机 极光黑,"vivo X90 Pro+ 5G 智能手机，搭载最新骁龙8 Gen 2处理器，性能强劲，运行流畅无卡顿。配备6.78英寸AMOLED曲面屏，120Hz高刷新率，视觉体验极致细腻，支持1亿像素超感光主摄，夜景拍摄清晰如昼。机身采用高端陶瓷材质，极光黑配色尽显低调奢华，12GB+256GB大存储组合，满足日常海量需求。
无论是游戏竞技、摄影创作还是日常办公，vivo X90 Pro+ 都能轻松应对，让科技与美学完美融合。
作为vivo旗舰系列，它秉承“以极致科技，赋予用户无限可能”的品牌理念，带给你超越期待的使用体验。",3999.00,1278,seller01@cxk.com
Bose 专业摄影相机 V8 Ultra,"来自Bose的最新力作——V8 Ultra专业摄影相机，为您带来极致的影像体验！这款相机配备4800万像素CMOS传感器，支持8K视频录制，搭载F1.8大光圈镜头，确保低光环境下也能捕捉清晰细节。
机身采用航空级铝合金材质，重量仅650g，尺寸小巧便携，提供经典黑与现代银两种配色。
无论是旅行摄影、家庭聚会还是专业创作，Bose V8 Ultra都能成为您的最佳伙伴，让每一个瞬间都值得珍藏。
秉承Bose“创新与品质并重”的品牌理念，这款相机将科技与艺术完美融合，助您记录生活中的每一份感动。",4299.99,128,seller01@cxk.com
联想 ThinkPad X1 Carbon 14英寸轻薄笔记本电脑,"联想 ThinkPad X1 Carbon 是专为商务精英和创意工作者打造的旗舰级笔记本电脑，采用航空级碳纤维材质，机身仅重1.13kg，厚度仅14.9mm，兼顾极致轻薄与坚固耐用。
搭载第12代英特尔酷睿i7处理器，16GB LPDDR5内存与1TB SSD高速固态硬盘，性能强劲，轻松应对多任务处理与大型软件运行。
14英寸2.8K OLED屏幕，100% DCI-P3色域，呈现细腻画质，护眼模式更适合长时间办公。
配备雷电4接口与长达15小时续航，随时随地支持高效移动办公，联想“以用户为中心”的品牌理念让科技更贴近生活。
无论是商务出差、会议演示还是创意设计，ThinkPad X1 Carbon 都是您的理想伴侣。",7999.99,128,seller01@cxk.com
联想 智能音箱 Pro X5 语音助手版,"联想 智能音箱 Pro X5 搭载全新升级的语音助手技术，为您带来极致智能体验！支持小爱同学语音交互，轻松控制家中智能设备，查询天气、播放音乐只需一句话。
采用高品质铝合金外壳，尺寸小巧（直径10cm，高15cm），提供经典星空灰与优雅白两种颜色，完美融入家居环境。
内置双重低音增强技术，360度环绕音效，无论是客厅派对还是卧室助眠，都能享受沉浸式音乐体验。
联想始终秉持“科技让生活更美好”的理念，让智能音箱成为您生活中的贴心助手！",599.99,1278,seller01@cxk.com
天猫精灵 智能无人机 AirFly XPro,"天猫精灵 智能无人机 AirFly XPro，搭载AI语音交互技术，完美结合天猫精灵智能生态，让您轻松语音操控无人机飞行！
配备4K高清摄像头，120°广角镜头，支持1080P实时传输，捕捉每一个精彩瞬间；机身采用轻质碳纤维材质，仅重250g，折叠尺寸仅为15*8*5cm，便携易携带；配备5000mAh电池，续航时间长达30分钟。
适合户外旅行、航拍记录、家庭聚会等多种场景，无论是城市高空俯瞰还是乡村田野风光，AirFly XPro 都能为您呈现震撼画面。
作为天猫精灵品牌旗下产品，秉承“智能科技，连接生活”的理念，让无人机不仅是工具，更是您智能生活的延伸伙伴！",1999.99,1278,seller01@cxk.com
OPPO 智能音箱 Pro X5 星空版,"OPPO 智能音箱 Pro X5 星空版，搭载全新AI语音助手，带来极致智能交互体验，支持多语种识别与精准指令执行。
采用高保真立体声技术，内置双重低音振膜，呈现震撼音效，完美还原音乐细节；产品外壳选用航空级铝合金，搭配星空黑配色，尺寸仅为180mm*120mm*120mm，轻巧便携。
无论是家庭聚会、个人放松，还是作为智能家居控制中心，OPPO 智能音箱都能轻松胜任。
秉承OPPO“科技与美学融合”的品牌理念，这款音箱不仅是智能设备，更是生活中的艺术品。",599.99,1278,seller01@cxk.com
联想 小智Pro 智能音箱 2023升级款,"联想 小智Pro 智能音箱 2023升级款，专为智能生活打造！作为联想旗下明星产品，它搭载最新的AI语音助手，支持普通话多方言识别，轻松实现语音控制家电、查询天气、播放音乐等功能。
机身采用高品质铝合金材质，尺寸小巧（直径10cm，高18cm），提供星空灰与极光白两种配色，完美融入现代家居风格。
配备360°环绕立体声，内置10W高功率扬声器，音质细腻震撼，无论是客厅聚会还是卧室助眠，都能带来沉浸式体验。
联想始终秉持“科技改变生活”的理念，小智Pro将成为您智能家居的得力助手！",299.99,1275,seller01@cxk.com
华为 MateCam Pro 5000 专业摄影相机,"华为 MateCam Pro 5000 是华为最新推出的专业级摄影相机，专为摄影爱好者和专业人士设计，搭载行业领先的1亿像素传感器和华为自研XMAGE影像技术，呈现无与伦比的画质细节。
机身采用航空级铝合金材质，轻薄耐用，仅重约600g，支持5倍光学变焦和8K视频录制，配备3.2英寸AMOLED触控屏，操作流畅。
无论是旅行记录自然风光，还是拍摄商业大片，华为 MateCam Pro 5000 都能完美胜任，让每一刻都成为永恒经典。
秉承华为“科技与美学融合”的品牌理念，这款相机不仅是工具，更是艺术的延伸。",4999.99,1278,seller01@cxk.com
索尼 Type-C 高速数据线 2.0版,"索尼 Type-C 高速数据线 2.0版，专为追求极致体验的用户打造，传承索尼一贯的精湛工艺与创新科技。
采用高品质尼龙编织外层，耐磨耐拉扯，线长1.5米，适合多种场景使用；内置优质铜芯，支持3A快充与480Mbps高速数据传输，兼容多种Type-C设备。
无论是日常手机充电、数据同步，还是连接笔记本进行文件传输，索尼数据线都能为您提供稳定高效的体验。
秉承索尼“创造感动”的品牌理念，这款数据线不仅是工具，更是科技与生活的完美结合！",59.90,1275,seller01@cxk.com
小度 智能显示器 Pro 27英寸,"小度智能显示器 Pro 27英寸，专为智能办公与家庭娱乐打造！搭载小度AI语音助手，一声唤醒即可控制显示、查询信息，畅享智能生活。
采用27英寸IPS广角屏，2K超清分辨率，色域覆盖高达99% sRGB，呈现细腻画质；支持10.7亿色显示，色彩真实自然。
无论是远程办公、在线学习，还是追剧游戏，小度显示器都能提供沉浸式视觉体验。
小度品牌秉持“科技让生活更简单”的理念，带来智能与美观的完美结合，适合现代家居与办公环境。
配备Type-C一键快充接口与人体工学支架，操作更便捷，视角更舒适！",1299.99,236,seller01@cxk.com
小米 AI智能音箱 Pro 5G版,"【小米 AI智能音箱 Pro 5G版】为您打造极致智能家居体验！搭载小米自研小爱同学语音助手，支持5G高速网络连接，语音指令秒速响应，轻松控制家中智能设备。
外观采用高端铝合金材质，尺寸仅为120mm*120mm*200mm，经典黑白双色可选，完美融入客厅、卧室等场景。
内置6麦克风阵列，360度精准拾音，配合12W大功率扬声器，音质震撼，无论是听音乐、查天气还是定闹钟，都能带来便捷与乐趣。
小米始终坚持“让每个人都能享受科技乐趣”的品牌理念，这款智能音箱就是您智能生活的理想伴侣！",399.99,1278,seller01@cxk.com
vivo 蓝牙耳机 TWS Neo 3 降噪版,欢迎体验 vivo 最新力作——TWS Neo 3 降噪版蓝牙耳机，专为音乐爱好者与都市白领打造！搭载 vivo 自研主动降噪技术，可智能过滤环境噪音，让您在嘈杂的地铁或咖啡厅也能沉浸于纯净音质。支持蓝牙 5.2，连接更稳定，延迟低至 88ms，游戏体验畅快无阻。耳机采用人体工学设计，轻至单耳 4.8g，佩戴舒适；提供曜石黑与冰川白两种时尚配色，电池续航长达 27 小时，随时随地陪您畅听。无论是日常通勤、健身运动还是休闲娱乐，vivo TWS Neo 3 始终是您的最佳音伴。作为 vivo 科技与潮流的结合之作，我们致力于让每一位用户“乐享非凡”！,299.99,1280,seller01@cxk.com
索尼 WH-CH720N 蓝牙降噪耳机 2023新款,"索尼 WH-CH720N 蓝牙降噪耳机，2023全新升级款，带来极致音乐享受！采用索尼独家数字降噪技术，有效隔绝外界噪音，沉浸式聆听体验宛如置身录音棚。
耳机支持蓝牙5.2稳定连接，传输更快更稳；配备高品质40mm驱动单元，音质细腻，低音震撼。
轻量化设计，仅重约192克，搭配柔软耳垫，长时间佩戴依然舒适；支持USB-C快充，10分钟充电可播放1小时，续航长达35小时。
提供经典黑、优雅白两种配色，适合通勤、旅行、学习等场景，完美适配你的生活节奏。
作为索尼旗下经典之作，WH-CH720N传承品牌“以科技赋能音乐”的理念，让每一次聆听都成为感动！",799.99,1265,seller01@cxk.com
